"contig","D","JK_D","V_JK_D","Z","pvalue","nABBA","nBABA","nBlocks","H1","H2","H3","H4","p_adjust"
"MA_10429479","0.509320","0.509320","0.011540","4.741180","0.000002","13.816015","4.491591","4","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_10429497","-0.574657","-0.574657","0.000864","-19.549109","0.000000","0.297832","1.102599","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429519","0.457304","0.457304","0.000837","15.807845","0.000000","12.772401","4.756411","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429560","-0.236341","-0.236341","0.003200","-4.178080","0.000029","2.140082","3.464729","2","South_RS","Mid_North_RS","BS","NS",0.000275361904761905
"MA_10429580","0.678265","0.678265","0.015562","5.437122","0.000000","0.649377","0.124490","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10429591","-0.170393","-0.170393","0.001499","-4.400399","0.000011","1.742203","2.457864","2","South_RS","Mid_North_RS","BS","NS",0.000111680244399185
"MA_10429616","1.000000","1.000000","0.000000","Inf","0.000000","0.287667","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429627","-0.201362","-0.201362","0.000894","-6.734130","0.000000","1.493272","2.246275","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429678","0.422338","0.422338","0.000023","87.363157","0.000000","3.982954","1.617618","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429697","0.790625","0.790625","0.002263","16.618294","0.000000","4.746887","0.555045","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429698","1.000000","1.000000","0.000000","Inf","0.000000","0.115061","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429706","-0.745516","-0.745516","0.025915","-4.631112","0.000004","0.422422","2.897406","2","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_10429764","0.125493","0.125493","0.000377","6.459921","0.000000","1.392485","1.081960","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429833","0.970022","0.970022","0.005581","12.984159","0.000000","2.357341","0.035872","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10429875","0.665690","0.665690","0.011839","6.118082","0.000000","5.807760","1.165637","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429889","-0.281000","-0.281000","0.004705","-4.096484","0.000042","22.389013","39.889208","11","South_RS","Mid_North_RS","BS","NS",0.000390130434782609
"MA_10429903","0.780471","0.780471","0.016281","6.116772","0.000000","0.176499","0.021762","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10429925","-0.168878","-0.168878","0.001553","-4.285992","0.000018","4.428208","6.227762","2","South_RS","Mid_North_RS","BS","NS",0.000176749835850295
"MA_10429955","0.413923","0.413923","0.008564","4.472720","0.000008","2.609343","1.081583","2","South_RS","Mid_North_RS","BS","NS",8.26243093922652e-05
"MA_10429990","0.661257","0.661257","0.010462","6.464801","0.000000","3.172324","0.646862","4","South_RS","Mid_North_RS","BS","NS",0
"MA_10430018","0.393298","0.393298","0.001569","9.927906","0.000000","2.428515","1.057481","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430043","-0.098797","-0.098797","0.000461","-4.600742","0.000004","1.105814","1.348269","2","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_10430057","-0.382310","-0.382310","0.001510","-9.839885","0.000000","6.333181","14.172822","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10430060","-0.654513","-0.654513","0.023745","-4.247474","0.000022","0.538890","2.580707","2","South_RS","Mid_North_RS","BS","NS",0.00021295145631068
"MA_10430062","0.458564","0.458564","0.010576","4.458997","0.000008","3.214284","1.193180","3","South_RS","Mid_North_RS","BS","NS",8.26243093922652e-05
"MA_10430182","0.823630","0.823630","0.020365","5.771558","0.000000","6.859229","0.663381","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10430225","0.167803","0.167803","0.001458","4.393992","0.000011","7.347976","5.236299","2","South_RS","Mid_North_RS","BS","NS",0.000111680244399185
"MA_10430320","0.461021","0.461021","0.001696","11.196139","0.000000","7.650315","2.822242","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430343","0.235310","0.235310","0.002771","4.470028","0.000008","7.233055","4.477457","2","South_RS","Mid_North_RS","BS","NS",8.26243093922652e-05
"MA_10430364","0.077159","0.077159","0.000005","34.758352","0.000000","15.684588","13.437553","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430373","0.095487","0.095487","0.000241","6.156394","0.000000","8.472112","6.995190","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430385","-0.608293","-0.608293","0.020375","-4.261517","0.000020","1.144886","4.700736","3","South_RS","Mid_North_RS","BS","NS",0.000195107632093933
"MA_10430404","1.000000","1.000000","0.000000","Inf","0.000000","2.667011","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430458","-0.222668","-0.222668","0.002803","-4.205516","0.000026","10.167309","15.992193","3","South_RS","Mid_North_RS","BS","NS",0.000248771593090211
"MA_10430482","0.906990","0.906990","0.033634","4.945525","0.000001","4.533311","0.221103","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_10430489","0.695871","0.695871","0.015256","5.633880","0.000000","14.042014","2.518227","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430567","0.256299","0.256299","0.000581","10.633229","0.000000","16.857187","9.979088","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10430576","-0.758854","-0.758854","0.010260","-7.491758","0.000000","1.685860","12.296229","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10430637","0.534328","0.534328","0.003351","9.230665","0.000000","6.039980","1.833146","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10430660","0.100402","0.100402","0.000033","17.603794","0.000000","3.112203","2.544282","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430715","0.581462","0.581462","0.001139","17.232360","0.000000","7.900009","2.090760","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430733","-0.085393","-0.085393","0.000189","-6.207414","0.000000","9.663149","11.467562","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10430751","0.852955","0.852955","0.032117","4.759483","0.000002","3.183239","0.252613","3","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_10430768","-0.384422","-0.384422","0.003642","-6.369881","0.000000","2.723374","6.124816","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10430770","0.651427","0.651427","0.005770","8.576104","0.000000","8.500241","1.794181","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430790","0.578490","0.578490","0.001750","13.828321","0.000000","9.397074","2.509338","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10430797","0.609615","0.609615","0.015671","4.869801","0.000001","2.221349","0.538750","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_10430860","-0.134794","-0.134794","0.000783","-4.816716","0.000001","8.651427","11.347118","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_10430962","-0.151978","-0.151978","0.000095","-15.594970","0.000000","17.125315","23.263512","4","South_RS","Mid_North_RS","BS","NS",0
"MA_10430996","-0.497568","-0.497568","0.001170","-14.548251","0.000000","0.180187","0.537072","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431202","0.906514","0.906514","0.025193","5.711342","0.000000","0.775034","0.038004","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431254","0.882213","0.882213","0.005774","11.609982","0.000000","2.908115","0.181987","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431303","0.372807","0.372807","0.008341","4.081895","0.000045","3.674867","1.678934","3","South_RS","Mid_North_RS","BS","NS",0.000415416666666667
"MA_10431306","0.963188","0.963188","0.001237","27.384476","0.000000","1.616065","0.030303","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431346","0.367320","0.367320","0.006603","4.520541","0.000006","5.487137","2.538980","3","South_RS","Mid_North_RS","BS","NS",6.28361344537815e-05
"MA_10431350","0.337731","0.337731","0.004947","4.801973","0.000002","9.649333","4.777080","4","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_10431371","0.852008","0.852008","0.005943","11.052400","0.000000","2.249596","0.179763","4","South_RS","Mid_North_RS","BS","NS",0
"MA_10431393","0.340439","0.340439","0.002952","6.266087","0.000000","8.561374","4.212612","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431416","0.557228","0.557228","0.004996","7.883155","0.000000","1.040950","0.295977","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10431431","0.966535","0.966535","0.001451","25.370748","0.000000","2.709072","0.046101","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10431449","0.410746","0.410746","0.002503","8.209810","0.000000","7.182372","3.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431472","0.896689","0.896689","0.019011","6.503421","0.000000","3.701921","0.201640","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431473","0.379334","0.379334","0.002848","7.108159","0.000000","19.615641","8.826548","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431482","0.300588","0.300588","0.002562","5.938566","0.000000","12.018842","6.463319","4","South_RS","Mid_North_RS","BS","NS",0
"MA_10431487","-0.278761","-0.278761","0.002296","-5.817694","0.000000","1.344909","2.384533","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431545","0.980094","0.980094","0.000718","36.581366","0.000000","0.822538","0.008269","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431568","0.738120","0.738120","0.031142","4.182656","0.000029","0.419132","0.063150","2","South_RS","Mid_North_RS","BS","NS",0.000275361904761905
"MA_10431596","-0.723997","-0.723997","0.007529","-8.343992","0.000000","1.528933","9.550160","4","South_RS","Mid_North_RS","BS","NS",0
"MA_10431612","0.258862","0.258862","0.000059","33.775348","0.000000","7.195794","4.236424","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10431672","-0.152781","-0.152781","0.000090","-16.070265","0.000000","0.950548","1.293376","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431732","0.508208","0.508208","0.007742","5.775825","0.000000","4.052022","1.321270","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431865","0.566865","0.566865","0.017852","4.242663","0.000022","6.030511","1.667038","2","South_RS","Mid_North_RS","BS","NS",0.00021295145631068
"MA_10431872","0.870763","0.870763","0.009130","9.113292","0.000000","0.231853","0.016017","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431951","0.776224","0.776224","0.019411","5.571367","0.000000","4.618597","0.581871","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10431952","0.743886","0.743886","0.012057","6.774676","0.000000","0.925324","0.135897","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10431984","-0.193690","-0.193690","0.000209","-13.393118","0.000000","9.261743","13.711405","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432017","0.159834","0.159834","0.000471","7.360883","0.000000","10.106048","7.320666","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10432045","0.241179","0.241179","0.000714","9.026941","0.000000","7.283226","4.452755","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10432074","0.286444","0.286444","0.003764","4.668735","0.000003","15.418567","8.552261","4","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_10432124","0.266826","0.266826","0.000851","9.145176","0.000000","6.405366","3.707098","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432149","0.109643","0.109643","0.000682","4.197697","0.000027","31.408695","25.201762","2","South_RS","Mid_North_RS","BS","NS",0.000257515943877551
"MA_10432164","0.737234","0.737234","0.031845","4.131306","0.000036","0.305774","0.046250","2","South_RS","Mid_North_RS","BS","NS",0.000336697936210131
"MA_10432208","0.019355","0.019355","0.000006","8.223307","0.000000","6.971061","6.706339","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432217","0.454134","0.454134","0.002091","9.932372","0.000000","9.148359","3.434194","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432264","0.083735","0.083735","0.000004","40.419854","0.000000","2.061514","1.742946","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432295","0.302438","0.302438","0.000081","33.666771","0.000000","0.858978","0.460053","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432320","0.578248","0.578248","0.012761","5.118807","0.000000","4.376222","1.169450","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432357","0.834255","0.834255","0.038827","4.233796","0.000023","0.590068","0.053319","4","South_RS","Mid_North_RS","BS","NS",0.000222199612403101
"MA_10432466","-0.566963","-0.566963","0.017895","-4.238227","0.000023","0.251546","0.910231","2","South_RS","Mid_North_RS","BS","NS",0.000222199612403101
"MA_10432510","0.811005","0.811005","0.004456","12.149801","0.000000","1.185135","0.123680","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432517","1.000000","1.000000","0.000000","Inf","0.000000","2.119354","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432520","0.522458","0.522458","0.000332","28.674230","0.000000","5.939905","1.863142","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432547","0.662534","0.662534","0.015455","5.329322","0.000000","27.963343","5.676075","6","South_RS","Mid_North_RS","BS","NS",0
"MA_10432549","-0.257580","-0.257580","0.002324","-5.343087","0.000000","9.766204","16.542908","5","South_RS","Mid_North_RS","BS","NS",0
"MA_10432550","0.170294","0.170294","0.001571","4.296306","0.000017","17.419084","12.349640","2","South_RS","Mid_North_RS","BS","NS",0.000167811881188119
"MA_10432551","0.840959","0.840959","0.028105","5.016253","0.000001","2.201259","0.190167","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_10432679","0.209196","0.209196","0.000026","41.041701","0.000000","7.524631","4.921046","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432945","0.898178","0.898178","0.007072","10.680686","0.000000","1.560458","0.083706","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10432949","-0.390438","-0.390438","0.006510","-4.839022","0.000001","1.943818","4.433934","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_10432973","0.412963","0.412963","0.008096","4.589540","0.000004","10.075665","4.186092","3","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_10432974","0.326634","0.326634","0.000425","15.845299","0.000000","18.999754","9.643802","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10432991","0.497733","0.497733","0.011708","4.600059","0.000004","6.531264","2.190271","2","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_10433043","0.747398","0.747398","0.018542","5.488724","0.000000","1.296058","0.187357","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433105","-0.299486","-0.299486","0.002531","-5.952540","0.000000","0.606394","1.124890","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10433152","0.538783","0.538783","0.002743","10.287410","0.000000","3.868453","1.159486","4","South_RS","Mid_North_RS","BS","NS",0
"MA_10433177","-0.347023","-0.347023","0.002526","-6.904085","0.000000","0.970399","2.001829","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10433228","0.996392","0.996392","0.000469","46.003596","0.000000","1.167404","0.002110","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433279","1.000000","1.000000","0.000000","Inf","0.000000","1.846586","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433449","0.932181","0.932181","0.000320","52.094497","0.000000","3.287354","0.115385","4","South_RS","Mid_North_RS","BS","NS",0
"MA_10433482","0.890166","0.890166","0.002532","17.691685","0.000000","0.778357","0.045229","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433537","0.123753","0.123753","0.000084","13.511194","0.000000","3.027045","2.360340","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433557","0.243432","0.243432","0.002523","4.846152","0.000001","16.871017","10.265202","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_10433593","0.569219","0.569219","0.011913","5.215144","0.000000","10.680566","2.932020","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10433596","1.000000","1.000000","0.000000","Inf","0.000000","3.291766","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433599","0.577363","0.577363","0.012588","5.146050","0.000000","2.302200","0.616849","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10433611","0.758159","0.758159","0.001513","19.494460","0.000000","0.413649","0.056899","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433769","0.970949","0.970949","0.003783","15.787083","0.000000","3.440067","0.050706","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10433818","0.504823","0.504823","0.008881","5.356860","0.000000","3.675883","1.209587","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433858","-0.126829","-0.126829","0.000025","-25.326009","0.000000","7.041536","9.087115","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433871","0.507529","0.507529","0.014445","4.222796","0.000024","7.393396","2.415231","3","South_RS","Mid_North_RS","BS","NS",0.000230965250965251
"MA_10433902","0.168345","0.168345","0.000007","64.131417","0.000000","14.794019","10.530722","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10433905","0.698750","0.698750","0.025819","4.348649","0.000014","9.845038","1.745884","2","South_RS","Mid_North_RS","BS","NS",0.00013995320855615
"MA_10433948","-0.966479","-0.966479","0.013499","-8.318281","0.000000","0.021929","1.286429","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10434015","-0.350963","-0.350963","0.006160","-4.471636","0.000008","11.632306","24.212493","6","South_RS","Mid_North_RS","BS","NS",8.26243093922652e-05
